stasjonsnr,Stasjonsnavn,Måleparameter,Versjon,Målested,Stasjontype,Status (i drift/nedlagt),Målestart (dato),Data kontrollert fra (dato),Data kontrollert til (dato),Evt. nedlagt (dato),Normal årsavrenning (l/s km2),Totalt feltareal (km2),"Bratthet (1085-gradient, m/km)",Myrprosent,Effektiv sjøprosent,Jordbruksprosent,Skogprosent,Innsjøprosent,Snaufjellprosent,Urbantareal prosent,Breprosent,Elvegradient (m/km),Elvelengde (km),Elvenavnhierarki,Elvetetthet (m/km),Vassdragsomr. nr.,Vassdragsomr. navn,Reguleringsgrad areal,"Reguleringsgrad mag,",Måleparameter kode,Høyde 10 persentil (m),Høyde 90 persentil (m),Medianhøyde (m),Høyeste punkt (m),Laveste punkt (m),Høyde over havet (m),ObjektID
12.15.0,Strømstøa,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,Ikke angitt,1968-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,4649.8,2.06,9.0500000000000007,1.19,2.72,52.58,7.43,21.83,0.08,0,6.38,203.45,Drammensvassdraget,1484.19,012,Drammensvassdraget/Drammensfjorden vest,0.99,0.32,1001,533,1453,970,1901,145,159,3923
88.11.0,Strynsvatn,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,29834.583333333332,1981-09-05T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,482.04,31.3,0.17,4.7699999999999996,1.37,17.09,6.38,55.92,0.01,14.44,32.53,45.24,Strynevassdraget,1218.21,088,Strynvassdraget/indre Nordfjord,0,0,1001,242,1687,1226,1936,27,29,12550
73.2.0,Stuvane,Vannføring,2,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,31854.583333333332,1987-03-18T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,994.19,21.66,0.85,0.1,0.46,11.76,7.28,77.260000000000005,0.01,0.04,21.47,66,Lærdalsvassdraget,1573.9,073,Lærdalsvassdraget/Lærdalsfjorden,0.47,0.28000000000000003,1001,1029,1625,1421,1917,67,70,10805
73.27.0,Sula,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,24659.583333333332,1967-07-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,30.32,22.68,1.1399999999999999,3.78,0,0.16,9.52,89.2,0,0,35.11,13.81,Lærdalsvassdraget,-999,073,Lærdalsvassdraget/Lærdalsfjorden,0,0,1001,1243,1556,1364,1809,1001,973,10871
12.192.0,Sundbyfoss,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,27872.583333333332,1976-04-22T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,74.77,27.74,0.67,0.42,12.66,83.74,1.27,0,0.81,0,29.44,16.34,Lianelva/Vestfosselva/Drammensvassdraget,1718.69,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,96,485,235,633,51,50,4374
112.27.0,Surna v/Skjermo,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,31776.583333333332,1986-12-30T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,924.72,5.73,11.07,0.66,3.32,30.86,4.6399999999999997,39.770000000000003,0.06,0.12,10.55,46.27,Surna,1594.43,112,Surna/Surnadalsfjorden og Halsafjorden øst,0.59,0.28999999999999998,1001,333,1222,666,1669,22,21,13523
62.18.0,Svartavatn,Vannføring,1,Innsjø,"Privat, ikke pålagt",I drift,31962.583333333332,1987-07-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,72.41,32.5,0.47,0.34,0.56000000000000005,30.77,3.93,59.45,0,0,34,21.83,Tysseelvi,2596.63,062,Vossovassdraget/Bolstadfjorden,0,0,1001,424,1010,780,1101,208,219,10289
85.3.0,Svartebotten,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,29587.583333333332,1981-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,4.63,Ikke angitt,0,2.64,0,0,5.63,94.41,0,0,Ikke angitt,Ikke angitt,Norddalselva,-999,085,Oselvvassdraget/Flora kommune,0,0,1001,649,1122,877,1201,531,480,12344
2.464.0,Svartelva,Vannføring,1,Elv - naturlig profil,"Privat, ikke pålagt",I drift,31505.583333333332,1986-04-03T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,458.04,9.3000000000000007,6.72,0.19,20.51,67.52,1.48,0,1.06,0,9.3800000000000008,47.74,Svartelvvassdraget/Vorma-Lågen/Glommavassdraget,1222.77,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,195,568,314,760,132,131,1384
208.3.0,Svartfossberget,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,29782.583333333332,1981-07-15T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1932.29,5.61,4.55,0.04,0.04,15.45,3.27,71.88,0,0,4.7699999999999996,84.33,Reisavassdraget,1216.5899999999999,208,Reisavassdraget/Reisafjorden,0.02,0,1001,528,902,704,1360,83,88,17238
12.167.0,Svenkerud,Vannføring,1,Elv - naturlig profil,"Privat, ikke pålagt",I drift,24838.583333333332,1968-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3488.22,11.83,6.48,0.25,1.78,28.32,7.41,51.55,0.18,0.72,12.37,88.85,Hallingdalsvassdraget/Drammensvassdraget,1616.5,012,Drammensvassdraget/Drammensfjorden vest,0.87,0.5,1001,825,1623,1259,1933,178,183,4315
121.22.0,Syrstad,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,26576.583333333332,1972-10-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2278.34,7.69,16.71,0.05,2.61,32.409999999999997,2.86,39.72,0.03,0,8.14,137.81,Orkla,1562.63,121,Orkla/Orkdalsfjorden,0.65,0.28000000000000003,1001,557,1160,899,1641,137,150,13683
16.75.0,Tannsvatn (Lognvikvatnet),Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,20166.583333333332,1955-04-16T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,118.02,22.51,19.5,-999,1.6,52.06,7.12,15.1,0.15,0,19.809999999999999,12.32,Tansåi/Vest-vassdraget/Skiensvassdraget,2115.7600000000002,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,760,1111,936,1292,696,697,6025
174.11.0,Taraldsvikelv,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,26360.583333333332,1972-03-02T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2.84,236.94,0.23,0,0,14.71,0.21,83.84,0,0,262.83999999999997,2.29,Taraldsvikelva,1621.12,174,Indre Ofotfjorden,0.21,0,1001,475,1054,764,1270,292,292,16687
189.3.0,Tennevikvatn,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,28559.583333333332,1978-03-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,85.41,18.350000000000001,4.1500000000000004,3.28,0.41,39.47,8.73,43.29,0,0.04,25.96,23.54,Tennevikelva,1623.93,189,Skoddebergvassdraget/Skånland kommune,0,0,1001,150,772,367,1303,37,40,16835
24.9.0,Tingvatn (Lygne),Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,34621.583333333336,1994-10-14T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,272.16000000000003,12.18,6.32,3.12,1.24,40.97,9.75,35.33,0.05,0,14.82,43.12,Lygna,1991.98,024,Lygna/kyst Lindesnes-Lista,0,0,1001,388,833,640,963,183,185,8194
18.11.0,Tjellingtjernbekk,Vannføring,1,Kum,Forvaltningsstasjon,I drift,29839.583333333332,1981-09-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1.95,74.400000000000006,4.72,1.51,0,68.08,1.99,10.48,0,0,72.78,1.65,Gjerstadvassdraget,848.76,018,Vegårsvassdraget og Gjerstadvassdraget/kyst Kragerø-Tromøya,0,0,1001,279,466,397,501,222,223,7030
111.5.0,Toåa v/Talgøyfoss,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,13516.583333333334,1944-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,150.38999999999999,31.36,0.87,0.51,0.23,11.95,5.18,79.75,0,0,38.39,25.34,Toåa,1839.8,111,Kyst Tingvollfjorden-Surnadalsfjorden,0.28999999999999998,0,1001,538,1248,973,1623,88,80,13446
161.7.0,Tollåga,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,26543.583333333332,1972-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,225.68,14.9,4.33,0.02,0.09,12.51,3.72,70.2,0,0,13.98,45.63,Tollåga/Beiarelva,2370.81,161,"Beiarelva, Morsdalsfjorden og Nordfjorden",0,0,1001,573,1080,842,1407,369,370,15926
2.291.0,Tora,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,24406.583333333332,1966-10-26T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,262.07,27.24,0,0.45,0,7.0000000000000007E-2,6.57,87.66,0,5.33,29.31,28.38,Tora/Otta/Vorma-Lågen/Glommavassdraget,-999,002,Glommavassdraget/Hvaler og Singlefjorden,0.02,0,1001,1253,1753,1515,2007,705,700,924
139.35.0,Trangen,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,28826.583333333332,1978-12-02T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,852.25,5.98,13.91,2.0699999999999998,0.46,43.71,9.89,27.65,0.01,0,9.2200000000000006,92.76,Sanddøla/Namsen,4896.28,139,Namsen/Namsfjorden øst,0,0,1001,422,826,600,1383,127,137,14908
20.11.0,Tveitdalen,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,26492.583333333332,1972-07-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Tovdalsvassdraget,Ikke angitt,020,Tovdalsvassdraget/Lillesand kommune,0,0,1001,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,190,7544
39.1.0,Tysvær,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,27367.583333333332,1974-12-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3.34,4.7699999999999996,15.17,15.72,0.16,6.65,18.2,0,0,0,6.61,3.63,Kyst Nedstrand-Haugesund-Tittelsnes,2001.46,039,Kyst Nedstrand-Haugesund-Tittelsnes,0,0,1001,25,47,35,65,10,10,9417
80.4.0,Ullebøelv,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,10249.583333333334,1927-05-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,8.31,59.66,2.66,1.21,0,19.11,3.55,69.31,0,0,70.14,5.88,elv i Ullebødalen/Dyrneslielva,-999,080,ytre Sognefjorden nord: Kyrkjebø-Risnes,0,0,1001,529,818,674,883,329,330,12087
103.1.0,Ulvåa v/Storhølen,Vannføring,2,Kum,Forvaltningsstasjon,I drift,26060.583333333332,1971-05-07T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,435.51,14.54,0.9,0.17,0.2,10.88,4.1900000000000004,80.59,0,2.5,21.26,31.46,Ulvåa/Rauma,980.83,103,Rauma/Romsdalsfjorden,0.04,0,1001,955,1661,1372,1995,495,498,12995
2.265.0,Unsetåa,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,22595.583333333332,1961-11-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,620.09,4.99,7.55,0.09,1.1599999999999999,42.84,1.2,44.92,0,0,8.19,45.93,Rena/Glommavassdraget,1034.3599999999999,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,614,1136,959,1436,315,340,816
12.209.0,Urula,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,30741.583333333332,1984-02-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,554.12,11.77,6.28,0.45,0.95,67.75,5.04,18.579999999999998,0,0,13.49,49.61,Urula/Drammensvassdraget,1753.53,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,560,1099,916,1283,220,220,4428
74.15.0,Utla,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,26052.583333333332,1971-04-29T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,439.54,37.36,0.4,0.03,0.02,12.18,2.1800000000000002,78.760000000000005,0.06,5.0599999999999996,37.86,40.86,Årdalsvassdraget,1320.32,074,Årdalsvassdraget/Årdalsfjorden,0.23,0,1001,923,1855,1435,2396,40,50,11187
2.416.0,Vågåvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,28491.583333333332,1978-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3409.8,6.1,0.8,0.45,1.34,15.41,4.8499999999999996,69.38,0.04,6.07,7.96,117.33,Otta/Vorma-Lågen/Glommavassdraget,1164.4100000000001,002,Glommavassdraget/Hvaler og Singlefjorden,0.42,0.16,1001,836,1840,1414,2464,362,360,1232
16.139.0,Vågslidvatn,Vannføring,1,Elv - kunstig profil,"Privat, ikke pålagt",I drift,30237.583333333332,1982-10-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Vinjeåi/Vest-vassdraget/Skiensvassdraget,Ikke angitt,016,Skiensvassdraget/Langesundsfjorden,Ikke angitt,Ikke angitt,1001,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,799,6168
2.607.0,Vålåsjø,Vannføring,1,Ikke angitt,"Privat, ikke pålagt",I drift,29151.583333333332,1979-10-23T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,125.42,24.37,9.27,1.08,0.38,18.7,1.92,55.93,0,0,26.99,24.56,Folla/Glommavassdraget,1409.24,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,956,1500,1154,1709,936,936,1525
117.4.0,Valen (Laksvatnet),Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,29587.583333333332,1981-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,39.28,5.7,28.95,4.75,0.41,36.869999999999997,10.69,1.73,0,0,9.61,15.2,Lakselva,1981.83,117,Hitra kommune,0,0,1001,59,149,96,296,4,10,13601
100.1.0,Valldøla v/Alstad,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,30682.583333333332,1984-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,226.31,26.79,0.46,0.18,0.28000000000000003,10.57,5.6,78.59,0,2.84,22.4,29.06,Valldøla,1162.6300000000001,100,Valldøla/Norddalsfjorden nord og Storfjorden øst,0.08,0,1001,740,1490,1184,1756,265,265,12973
95.4.0,Vatnevatnet,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,36479.583333333336,1999-11-15T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,38.909999999999997,44.76,2.4,6.73,5.62,50.85,11.39,27.81,0,0,66.819999999999993,12.12,Ørstavassdraget,874.26,095,Ørstavassdraget/Ørstafjorden og Vartdalsfjorden sør,0.6,0.15,1001,145,921,461,1404,86,80,12850
234.13.0,"Veahkkava, Iesjokka",Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,32793.583333333336,1989-10-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2078.98,2.0499999999999998,10.73,0.86,0.01,31.24,10.91,37.76,0,0,3.49,119.25,Iesjåkka/Karasjåkka/Tana,1191.4000000000001,234,Tana/Tanafjorden sør,0,0,1001,366,500,435,1015,182,179,17760
31.10.0,Venekvev,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,32128.583333333332,1987-12-17T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1.61,85.62,0,1.23,0,0,7.68,92.54,0,0,69.47,2.66,Tjodanåna/Lysevassdraget,4102.8,031,Lysevassdraget/Lysefjorden,0,0,1001,881,1026,964,1087,806,810,8802
16.127.0,Viertjern,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,28312.583333333332,1977-07-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,46.72,21.22,5.68,1.74,0,0,10.59,83.73,0,0,21.09,12.56,Austbygdåi/Skiensvassdraget,1712.51,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,1181,1357,1277,1450,1113,1110,6133
83.2.0,Viksvatn (Hestadfjorden),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,873.58333333333337,1902-05-22T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,508.13,13.91,1.95,3.47,1.82,23.58,10,56.61,0,3.75,19.260000000000002,56.75,Gaularvassdraget,1776.48,083,Gaularvassdraget/Dalsfjorden,0,0,1001,325,1304,892,1633,144,146,12147
12.207.0,Vinde-elv,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,29893.583333333332,1982-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,269.88,14.37,16.79,1.27,1.1599999999999999,32.51,7.72,23.08,0,0,22.74,27.84,Vinda/Neselvi/Drammensvassdraget,1557.61,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,866,1200,1013,1677,561,560,4416
2.463.0,Vismunda,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,31519.583333333332,1986-04-17T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,191.8,18.02,16.350000000000001,0.04,3.83,74.7,1.98,0.79,0,0,17.510000000000002,40.33,Vismunda/Vorma-Lågen/Glommavassdraget,-999,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,482,879,700,1070,189,190,1380
104.23.0,Vistdal,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,27715.583333333332,1975-11-17T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,66.510000000000005,58.51,3.72,0.16,2.46,32.36,2.38,55.05,0,0,64.67,14.38,Visa,2263.9899999999998,104,Eira/langfjorden,0,0,1001,285,1140,777,1526,49,50,13228
196.7.0,Ytre Fiskeløsvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,22113.583333333332,1960-07-16T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,54.42,12.86,5.75,15.65,1.1200000000000001,35.85,20.58,30.02,0,0,11.88,15.65,Lakselva (aursfjorden),2504.42,196,Målselvvassdraget/Malangen,0,0,1001,170,767,318,1237,157,160,16921
