Stasjonsnr;Stasjonsnavn;Måleparameter;Versjon;Målested;Stasjontype;Status (i drift/nedlagt);Målestart (dato);Data kontrollert fra (dato);Data kontrollert til (dato);Evt. nedlagt (dato);Normal årsavrenning (l/s km2);Totalt feltareal (km2);Bratthet (1085-gradient, m/km);Myrprosent;Effektiv sjøprosent;Jordbruksprosent;Skogprosent;Innsjøprosent;Snaufjellprosent;Urbantareal prosent;Breprosent;Elvegradient (m/km);Elvelengde (km);Elvenavnhierarki;Elvetetthet (m/km);Vassdragsomr. nr.;Vassdragsomr. navn;Reguleringsgrad areal;Reguleringsgrad mag,;Måleparameter kode;Høyde 10 persentil (m);Høyde 90 persentil (m);Medianhøyde (m);Høyeste punkt (m);Laveste punkt (m);Høyde over havet (m);ObjektID
2.227.0;Barkaldfoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1935;01.01.1935;31.12.2023;Ikke angitt;Ikke angitt;6633,12;1,94;8,4;0,13;2,78;39,7;4,04;36,88;0,1;0;2,31;184,47;Glommavassdraget;1500,32;002;Glommavassdraget/Hvaler og Singlefjorden;0,99;0,12;1001;758;1287;966;1848;438;446;732
12.15.0;Strømstøa;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;01.01.1968;31.12.2023;Ikke angitt;Ikke angitt;4649,8;2,06;9,05;1,19;2,72;52,58;7,43;21,83;0,08;0;6,38;203,45;Drammensvassdraget;1484,19;012;Drammensvassdraget/Drammensfjorden vest;0,99;0,32;1001;533;1453;970;1901;145;159;3923
2.603.0;Glåmos bru;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;13.10.1951;13.10.1951;31.12.2023;Ikke angitt;Ikke angitt;860,6;45,09;10,76;5,87;1,19;32,33;12,85;35,4;0,02;0;55,18;1,69;Glommavassdraget;1889,8;002;Glommavassdraget/Hvaler og Singlefjorden;0,99;0,34;1001;725;1101;865;1583;631;639;1500
2.168.0;Nedre Bjørnhølen;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.08.1942;01.08.1942;31.12.2023;Ikke angitt;Ikke angitt;469,48;2,67;4,77;11,56;0;0,34;18,82;71,08;0;1,28;6,75;61,82;Vinstra/Vorma-Lågen/Glommavassdraget;1658,99;002;Glommavassdraget/Hvaler og Singlefjorden;0,99;0,76;1001;1067;1770;1392;2330;1019;1023;605
72.22.0;Låvisbrua;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;21.06.1989;21.06.1989;31.12.2023;Ikke angitt;Ikke angitt;770,13;30,71;0,22;0,46;0,17;6,58;11,82;78,76;0;0,96;29,92;51,71;Aurlandsvassdraget;1766;072;Aurlandsvassdraget/Aurlandsfjorden;0,99;0,78;1001;1147;1651;1558;1766;29;50;10621
2.165.0;Bygdin ndf.;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;13.03.1922;13.03.1922;31.12.2023;Ikke angitt;Ikke angitt;307,77;7,55;1,33;13,06;0;0;18,11;78,61;0;1,95;9,48;41,65;Vinstra/Vorma-Lågen/Glommavassdraget;1697,35;002;Glommavassdraget/Hvaler og Singlefjorden;0,99;0,84;1001;1057;1817;1396;2330;1044;1050;598
26.5.0;Dorgefoss;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;19.04.1913;19.04.1913;31.12.2023;Ikke angitt;Ikke angitt;808,53;6,74;0,79;0,7;0,29;8,72;13,58;74,25;0;0;8,09;74,53;Sira;2778,1;026;Sira og Sokna/kyst Hidra-Sokndal;0,99;1,2;1001;745;1191;979;1421;459;480;8345
244.5.0;Kjerringvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;27.10.2003;27.10.2003;31.12.2023;Ikke angitt;Ikke angitt;22,65;11,66;6,99;7,75;0;0;15,04;77,95;0;0;13,91;7,55;Gærretjåkka/Gallotjohka/Neidenvassdraget;2260,44;244;Neidenvassdraget/Munkfjorden;1;0;1001;282;388;327;431;274;274;17888
32.6.0;Liarvatn ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;25.05.1935;25.05.1935;31.12.2023;Ikke angitt;Ikke angitt;56,12;21,92;1;3,75;0;29,84;14,37;50,28;0;0;20,8;18,55;Jørpelandsåna;1299,67;032;Jørpelandsåna/Strand kommune;1;0,04;1001;461;761;660;845;293;295;8892
15.79.0;Ossjøen;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.09.1982;13.10.1997;31.12.2023;Ikke angitt;Ikke angitt;1178,1;4,23;8,49;1,46;0;1,68;13,95;75,06;0;0;3,52;83,58;Numedalslågen;2175,48;015;Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen;1;0,05;1001;1153;1349;1251;1537;953;950;5621
84.15.0;Jølstervatn ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.09.1951;01.09.1951;31.12.2023;Ikke angitt;Ikke angitt;384,84;4,78;2,42;10,23;3,04;23,45;11,74;46,48;0,06;5,97;26,52;39,59;Jølstra;1584,45;084;Jølstra/Førdefjorden;1;0,09;1001;202;1318;758;1647;199;200;12263
12.113.0;Kråkefjord ndf.;Vannføring;2;Ikke angitt;Privat, ikke pålagt;I drift;01.09.1930;01.01.1976;31.12.2023;Ikke angitt;Ikke angitt;703,88;14,82;7,6;1,17;2,5;71,66;4,6;10,01;0,05;0;16,88;62,78;Simoa/Drammensvassdraget;1673,68;012;Drammensvassdraget/Drammensfjorden vest;1;0,09;1001;282;1077;697;1465;102;103;4164
2.604.0;Elverum;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;10.10.1969;10.10.1969;31.12.2023;Ikke angitt;Ikke angitt;15449,93;1,89;10,07;0,1;1,83;52;3,25;26,69;0,1;0;2,04;335,17;Glommavassdraget;1331,47;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,1;1001;506;1206;882;2173;175;183;1510
2.25.0;Lalm;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;03.03.1971;31.12.2023;Ikke angitt;Ikke angitt;3977,82;5,48;1,01;0,38;1,52;15,82;4,49;69,73;0,05;5,21;7,17;130,8;Otta/Vorma-Lågen/Glommavassdraget;1162,38;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,14;1001;830;1804;1406;2464;349;360;213
2.145.0;Losna;Vannføring;1;Kum;Konsesjonspålagt stasjon;I drift;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;31.12.2023;Ikke angitt;Ikke angitt;11205,42;2,65;3,68;0,18;2,58;26,55;4,51;56,17;0,1;2,45;2,39;178,83;Vorma-Lågen/Glommavassdraget;1165,47;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,14;1001;807;1740;1246;2466;172;180;546
6.9.0;Akerselva, ndf. Maridalsvatn;Vannføring;2;Ikke angitt;Privat, ikke pålagt;I drift;01.01.2000;01.01.2000;31.12.2023;Ikke angitt;Ikke angitt;208,97;10,79;2,4;4,14;1,44;83,19;12,44;0;0,03;0;11,8;41,76;Nordmarkvassdraget;1978,28;006;Nordmarkvassdraget/kyst Gjersjøelva-Bygdøy;1;0,35;1001;254;612;445;716;148;149;3430
12.228.0;Kistefoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;28.03.1916;28.03.1916;31.12.2023;Ikke angitt;Ikke angitt;3702,93;5,2;9,58;3,83;5,25;64,45;7,51;6,91;0,31;0;5,59;184,71;Randselva/Drammensvassdraget;1454,12;012;Drammensvassdraget/Drammensfjorden vest;1;0,38;1001;286;1053;687;1681;117;115;4458
2.15.0;Breiddalsvatn ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1942;01.01.1942;31.12.2023;Ikke angitt;Ikke angitt;127,39;6,73;0,75;6,04;0;1,84;11,2;85,28;0;0,87;17,74;23,39;Otta/Vorma-Lågen/Glommavassdraget;1705,93;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,4;1001;932;1506;1192;1855;882;900;167
2.613.0;Ossjø ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;09.11.1980;09.11.1980;31.12.2023;Ikke angitt;Ikke angitt;1174,35;4,31;16,93;3,73;0,88;66,37;4,82;7,06;0;0;4,03;74,87;Osa/Rena/Glommavassdraget;1312,26;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,4;1001;491;876;654;1202;433;436;1543
12.99.0;Skålfoss;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;10.05.1920;01.01.1965;31.12.2023;Ikke angitt;Ikke angitt;5107,4;4,26;7,01;0,03;1,79;41,09;6,89;39,02;0,17;0,49;6,07;191,84;Hallingdalsvassdraget/Drammensvassdraget;1618,2;012;Drammensvassdraget/Drammensfjorden vest;1;0,41;1001;576;1575;1147;1933;106;118;4122
189.4.0;Skoddebergvatnet ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;11.02.1952;11.02.1952;31.12.2023;Ikke angitt;Ikke angitt;107,73;25,02;8,06;8,52;0,1;42,15;10,72;36,8;0;0,89;34,27;18,06;Skoddebergvassdraget;2121;189;Skoddebergvassdraget/Skånland kommune;1;0,43;1001;128;904;400;1283;26;27;16840
15.19.0;Fønnebøfjord;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1931;01.01.1968;31.12.2023;Ikke angitt;Ikke angitt;687,31;14,7;5,55;0,73;1,24;21,1;6,92;61,13;0;0;12,47;60,31;Uvdalselvi/Numedalslågen;1732,14;015;Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen;1;0,48;1001;837;1309;1200;1482;457;462;5481
2.328.0;Fundin ndf.;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;30.08.1971;04.01.1971;31.12.2023;Ikke angitt;Ikke angitt;252,86;3,44;10,73;4,25;0,09;0;6;82,55;0;0;8,13;30,26;Einunna/Folla/Glommavassdraget;1658,93;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,48;1001;1061;1437;1233;1691;1020;1021;1016
123.20.0;Rate;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.04.1902;01.04.1902;31.12.2023;Ikke angitt;Ikke angitt;3057,88;5,9;12,61;2,39;2,07;36,07;7,78;35,09;0,21;0;7,09;165,77;Nidelvvassdraget;2061,96;123;Nidelvvassdraget/Strindfjorden;1;0,48;1001;341;1049;713;1789;9;13;14045
16.51.0;Hagadrag;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;21.09.1944;21.09.1944;31.12.2023;Ikke angitt;Ikke angitt;727,11;26,88;5,41;2,43;1,8;61,27;6,3;20,13;0,11;0;15,36;1,04;Bøelva/Skiensvassdraget;1992,78;016;Skiensvassdraget/Langesundsfjorden;1;0,54;1001;385;1151;901;1536;114;116;5958
2.205.0;Mesna ndf.;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1928;01.01.1928;31.12.2023;Ikke angitt;Ikke angitt;217,92;13,29;22,31;4,65;0,98;49,96;10,65;4,39;0,16;0;11,45;31,6;Mesna/Vorma-Lågen/Glommavassdraget;1381,66;002;Glommavassdraget/Hvaler og Singlefjorden;1;0,63;1001;541;951;792;1090;514;510;666
12.9.0;Oppsjø bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.07.1967;01.07.1967;31.12.2023;Ikke angitt;Ikke angitt;1716,24;16,42;3,89;0,93;0,88;18,84;10,22;62,45;0,2;1,47;15,5;54,57;Hallingdalsvassdraget/Drammensvassdraget;1708,68;012;Drammensvassdraget/Drammensfjorden vest;1;0,65;1001;950;1673;1300;1933;421;425;3902
177.3.0;Storvatn ndf.;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1923;01.01.1923;31.12.2023;Ikke angitt;Ikke angitt;51,81;31,53;12,49;12,94;0,64;29,89;15,15;37,13;0;0;32,28;12,86;Dalelva;1650,62;177;Østre Hinnøya;1;0,65;1001;134;667;303;1080;129;136;16767
26.18.0;Langhølen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;26.04.1968;26.04.1968;31.12.2023;Ikke angitt;Ikke angitt;1901,48;7,54;1,51;2,45;1,04;23,08;12,64;55,71;0,1;0;7,07;150,39;Sira;2404,15;026;Sira og Sokna/kyst Hidra-Sokndal;1;0,66;1001;334;1113;816;1421;0;5;8375
25.6.0;Homstølvatn ndf.;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;29.12.1992;29.12.1992;31.12.2023;Ikke angitt;Ikke angitt;725,34;6,01;2,34;1,84;0,02;2,61;17,82;76,9;0;0;10,4;89,2;Kvina;3035,21;025;Kvina/Fedafjorden;1;0,74;1001;789;1229;973;1431;453;450;8228
104.24.0;Bruå  overføringstunnel;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;06.10.1977;06.10.1977;31.12.2023;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Indre mardøla/Mardøla/Eira;Ikke angitt;104;Eira/langfjorden;Ikke angitt;Ikke angitt;1001;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;1100;13232
16.139.0;Vågslidvatn;Vannføring;1;Elv - kunstig profil;Privat, ikke pålagt;I drift;13.10.1982;13.10.1982;31.12.2023;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Vinjeåi/Vest-vassdraget/Skiensvassdraget;Ikke angitt;016;Skiensvassdraget/Langesundsfjorden;Ikke angitt;Ikke angitt;1001;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;799;6168
